name,assignment,length,begin,end,species,species-score,type,type support,major lineage,major lineage support,minor lineage,minor lineage support,minor lineage,minor lineage support
hDenV1BrazilSP-CEVD_2400258202,1V_E,10028,147,10174,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2400198202,1V_E,10047,139,10185,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2400197202,1V_E,10047,139,10185,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2400196202,1V_E,10042,145,10185,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2400195202,1V_E,10045,142,10185,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2400194202,1V_E,10053,134,10185,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2400256202,1V_E,10040,142,10181,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2400255202,1V_D.1,10120,145,10264,dengue virus type 1,,V,100,D,100,1,100,,
hDenV1BrazilSP-CEVD_2400254202,1V_E,10037,145,10181,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2400253202,1V_E,10040,142,10181,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2400252202,1V_E,10044,139,10182,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2400251202,1V_E,10034,148,10181,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2400295202,1V_E,10165,139,10303,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2400294202,1V_E,10096,139,10234,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2400293202,1V_E,10046,140,10185,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2400292202,1V_E,10044,139,10182,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2400290202,1V_E,10047,139,10185,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2400289202,1V_E,10110,139,10248,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2400288202,1V_E,10041,142,10182,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2400305202,1V_E,10087,148,10234,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2400304202,1V_E,10030,145,10174,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2400303202,1V_E,10023,152,10174,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2400302202,1V_E,10014,150,10163,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2400301202,1V_E,10028,147,10174,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2400300202,1V_E,10087,148,10234,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2400166202,1V_E,10052,134,10185,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2400169202,1V_E,10101,134,10234,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-Fiocruz-174_211,1V_A,8852,133,8984,dengue virus type 1,,V,100,A,100,,,,
hDenV1BrazilSP-Fiocruz-173_211,1V_A,8384,134,8517,dengue virus type 1,,V,100,A,100,,,,
hDenV1BrazilSP-Fiocruz-171_211,1V_E,9621,133,9753,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-YSPH-23052019|E,1V_E,10179,95,10273,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-YSPH-22932018|E,1V_A,10179,95,10273,dengue virus type 1,,V,100,A,100,,,,
hDenV1BrazilSP-YSPH-22922018|E,1V_A,10179,95,10273,dengue virus type 1,,V,100,A,100,,,,
hDenV1BrazilSP-YSPH-22912018|E,1V_A,9592,95,9686,dengue virus type 1,,V,100,A,100,,,,
hDenV1BrazilSP-IAL-489942022|E,1V_E,10423,15,10437,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-489992022|E,1V_F,10350,92,10441,dengue virus type 1,,V,100,F,100,,,,
hDenV1BrazilSP-IAL-490212022|E,1V_E,10436,15,10450,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-491102022|E,1V_D.1,10452,9,10460,dengue virus type 1,,V,100,D,100,1,100,,
hDenV1BrazilSP-IAL-491532022|E,1V_E,10225,89,10313,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-491982022|E,1V_E,10261,13,10273,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-492982022|E,1V_E,10429,22,10450,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-NS112832022,1V_A,10353,95,10447,dengue virus type 1,,V,100,A,100,,,,
hDenV1BrazilSP-IAL-NS113362022,1V_E,10436,9,10444,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-NS113412022,1V_E,10427,15,10441,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-NS113442022,1V_E,10182,95,10276,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-NS113472022,1V_E,10347,95,10441,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-NS113522022,1V_E,10290,38,10327,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-NS113612022,1V_E,10418,24,10441,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-NS114162022,1V_E,10342,95,10436,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-NS114242022,1V_F,10422,4,10425,dengue virus type 1,,V,100,F,100,,,,
hDenV1BrazilSP-IAL-NS114392022,1V_E,10182,92,10273,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-NS114542022,1V_E,10344,95,10438,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-NS114682022,1V_E,10179,95,10273,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-NS114922022,1V_E,10263,95,10357,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-NS115262022,1V_E,10340,60,10399,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-NS115332022,1V_E,10439,15,10453,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-NS115352022,1V_E,10433,15,10447,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-NS115362022,1V_E,10425,4,10428,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-NS115482022,1V_A,10438,16,10453,dengue virus type 1,,V,100,A,100,,,,
hDenV1BrazilSP-IAL-NS115502022,1V_E,10387,55,10441,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-NS115582022,1V_E,10363,22,10384,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-NS115592022,1V_E,10179,95,10273,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-NS115612022,1V_E,10450,4,10453,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-NS115662022,1V_E,10269,95,10363,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-NS115712022,1V_E,10179,95,10273,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-NS115752022,1V_E,10381,4,10384,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-NS115912022,1V_E,10368,77,10444,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-NS116012022,1V_E,10441,4,10444,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-NS116062022,1V_E,10350,74,10423,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-NS116172022,1V_D.1,10378,4,10381,dengue virus type 1,,V,100,D,100,1,100,,
hDenV1BrazilSP-IAL-NS116302022,1V_A,10446,5,10450,dengue virus type 1,,V,100,A,100,,,,
hDenV1BrazilSP-IAL-NS116372022,1V_E,10422,4,10425,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-NS116392022,1V_E,10420,22,10441,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-NS116432022,1V_E,10179,95,10273,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-NS116622022,1V_E,10252,22,10273,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-NS116642022,1V_E,10179,95,10273,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-NS116662022,1V_E,10316,84,10399,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-NS116672022,1V_E,10179,95,10273,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-488402022|E,1V_A,10451,3,10453,dengue virus type 1,,V,100,A,100,,,,
hDenV1BrazilSP-IAL-488462022|E,1V_E,10398,50,10447,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-489372022|E,1V_E,10360,22,10381,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-489452022|E,1V_E,10187,95,10281,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-489722022|E,1V_E,10350,95,10444,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-490012022|E,1V_E,10431,20,10450,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-490122022|E,1V_E,10402,22,10423,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-490242022|E,1V_E,10427,15,10441,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-490252022|E,1V_E,10179,95,10273,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-490462022|E,1V_E,10270,4,10273,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-490542022|E,1V_E,10187,87,10273,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-490582022|E,1V_E,10436,15,10450,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-490692022|E,1V_E,10179,95,10273,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-490702022|E,1V_E,10382,4,10385,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-491032022|E,1V_E,10344,95,10438,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-491612022|E,1V_E,10179,95,10273,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-491672022|E,1V_E,10433,15,10447,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-491752022|E,1V_E,10334,9,10342,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-492032022|E,1V_E,10331,87,10417,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-492072022|E,1V_E,10433,15,10447,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-492112022|E,1V_E,10218,95,10312,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-492192022|E,1V_D.1,10418,8,10425,dengue virus type 1,,V,100,D,100,1,100,,
hDenV1BrazilSP-IAL-492232022|E,1V_E,10179,95,10273,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-492552022|E,1V_E,10418,15,10432,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-492862022|E,1V_E,10493,9,10501,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-493252022|E,1V_E,10347,95,10441,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-NS11290R202,1V_E,10259,15,10273,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-NS11318R202,1V_E,10263,11,10273,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-NS11328R202,1V_E,10265,9,10273,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-NS11332R202,1V_E,10263,11,10273,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-NS11415R202,1V_E,10336,11,10346,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-NS11426R202,1V_E,10263,11,10273,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-NS11498R202,1V_E,10281,15,10295,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-NS11504R202,1V_A,10581,16,10596,dengue virus type 1,,V,100,A,100,,,,
hDenV1BrazilSP-IAL-48729R2022|,1V_E,10368,16,10383,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-NS11351R202,1V_E,10347,16,10362,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-NS11381R202,1V_E,10331,15,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-NS11493R202,1V_E,10377,17,10393,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-NS11527R202,1V_E,10349,11,10359,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-NS11528R202,1V_E,10355,11,10365,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-NS11534R202,1V_E,10335,11,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-NS11537R202,1V_E,10351,15,10365,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-NS11546R202,1V_E,10358,11,10368,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-NS11554R202,1V_E,10357,15,10371,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-NS11568R202,1V_E,10354,15,10368,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-NS11644R202,1V_E,10354,15,10368,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-7252023|EPI,1V_E,10330,16,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-7272023|EPI,1V_E,10330,16,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-7282023|EPI,1V_E,10330,16,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-7292023|EPI,1V_E,10330,16,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-1589901990|,1V,240,2309,2548,dengue virus type 1,,V,98,Related to but not part of C,,,,,
hDenV1BrazilSP-IAL-1630361990|,1V,240,2309,2548,dengue virus type 1,,V,99,Related to but not part of C,,,,,
hDenV1BrazilSP-IAL-1639591990|,1V,240,2309,2548,dengue virus type 1,,V,96,Related to but not part of C,,,,,
hDenV1BrazilSP-IAL-1639611990|,1V,240,2309,2548,dengue virus type 1,,V,97,Related to but not part of C,,,,,
hDenV1BrazilSP-IAL-1649581990|,1V,240,2309,2548,dengue virus type 1,,V,99,Related to but not part of C,,,,,
hDenV1BrazilSP-IAL-1835361990|,1V,240,2309,2548,dengue virus type 1,,V,100,Could not assign,,,,,
hDenV1BrazilSP-IAL-1845221990|,1V,240,2309,2548,dengue virus type 1,,V,100,Related to but not part of C,,,,,
hDenV1BrazilSP-IAL-1909951990|,1V,240,2309,2548,dengue virus type 1,,V,98,Related to but not part of C,,,,,
hDenV1BrazilSP-IAL-1909961990|,1V,240,2309,2548,dengue virus type 1,,V,95,Related to but not part of C,,,,,
hDenV1BrazilSP-IAL-1550461990|,1V,240,2309,2548,dengue virus type 1,,V,97,Related to but not part of C,,,,,
hDenV1BrazilSP-IAL-1550661990|,1V,240,2309,2548,dengue virus type 1,,V,99,Related to but not part of C,,,,,
hDenV1BrazilSP-IAL-1670261990|,1V,240,2309,2548,dengue virus type 1,,V,99,Related to but not part of C,,,,,
hDenV1BrazilSP-SPH1671481990|E,1V,240,2309,2548,dengue virus type 1,,V,100,Related to but not part of C,,,,,
hDenV1BrazilSP-SPH1840691990|E,1V,240,2309,2548,dengue virus type 1,,V,100,Could not assign,,,,,
hDenV1BrazilSP-IAL-1843821990|,1V,240,2309,2548,dengue virus type 1,,V,99,Related to but not part of C,,,,,
hDenV1BrazilSP-SPH1844771990|E,1V,240,2309,2548,dengue virus type 1,,V,95,Related to but not part of C,,,,,
hDenV1BrazilSP-IAL-1890221990|,1V,240,2309,2548,dengue virus type 1,,V,98,Related to but not part of B,,,,,
hDenV1BrazilSP-IAL-1890741990|,1V,240,2309,2548,dengue virus type 1,,V,99,Related to but not part of C,,,,,
hDenV1BrazilSP-IAL-7562023|EPI,1V_E,10345,1,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-7822023|EPI,1V_E,10345,1,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-7422023|EPI,1V_E,10345,1,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-7632023|EPI,1V_E,10345,1,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-7432023|EPI,1V_E,10345,1,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-7362023|EPI,1V_E,10345,1,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-7372023|EPI,1V_E,10345,1,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-7812023|EPI,dengue virus type 1,10345,1,10345,dengue virus type 1,,,,,,,,,
hDenV1BrazilSP-IAL-7702023|EPI,dengue virus type 1,10345,1,10345,dengue virus type 1,,,,,,,,,
hDenV1BrazilSP-IAL-7382023|EPI,1V_E,10345,1,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-7442023|EPI,1V_E,10345,1,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-7662023|EPI,1V_E,10345,1,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-7742023|EPI,1V_E,10345,1,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-7452023|EPI,1V_E,10345,1,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-7492023|EPI,1V_E,10345,1,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35717744320,1V_E,10322,24,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35714194720,1V_E,10322,24,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35719200920,1V_E,10322,24,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35719705120,1V_E,10322,24,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35719625620,1V_E,10322,24,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35715502520,1V_E,10322,24,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35715476220,1V_E,10322,24,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35708286220,1V_E,10322,24,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35716093520,1V_D.1,10322,24,10345,dengue virus type 1,,V,100,D,100,1,100,,
hDenV1BrazilSP-IAL-35716203120,1V_E,10322,24,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35717067720,1V_D.1,10322,24,10345,dengue virus type 1,,V,100,D,100,1,100,,
hDenV1BrazilSP-IAL-35717484820,1V_E,10322,24,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35718266820,1V_E,10322,24,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35717832120,1V_E,10322,24,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35719005920,1V_E,10322,24,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35720728120,1V_E,10322,24,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35720444420,1V_E,10322,24,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-35726597020,1V_E,10322,24,10345,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-23330100017,1V_E,10179,95,10273,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-23112600005,1V_E,10179,95,10273,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-23280400079,1V_E,10179,95,10273,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-23080302375,1V_E,10179,95,10273,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-23250100442,1V_E,10179,95,10273,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-23311700863,1V_D.1,10179,95,10273,dengue virus type 1,,V,100,D,100,1,100,,
hDenV1BrazilSP-IAL-23192600043,1V_E,10179,95,10273,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-23280400088,1V_E,10179,95,10273,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-23152600674,1V_E,10179,95,10273,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-23295000252,1V_E,10179,95,10273,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-23292700034,1V_E,10179,95,10273,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-23303400218,1V_D.1,10179,95,10273,dengue virus type 1,,V,100,D,100,1,100,,
hDenV1BrazilSP-IAL-23241001915,1V_D.1,10179,95,10273,dengue virus type 1,,V,100,D,100,1,100,,
hDenV1BrazilSP-IAL-23141800017,1V_E,10179,95,10273,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-23241001936,1V_D.1,10179,95,10273,dengue virus type 1,,V,100,D,100,1,100,,
hDenV1BrazilSP-IAL-23181800000,1V_E,10179,95,10273,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-23250600370,1V_E,10179,95,10273,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-IAL-23280400096,1V_E,10179,95,10273,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2200273202,1V_E,9999,148,10146,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2200274202,1V_F,10029,146,10174,dengue virus type 1,,V,100,F,100,,,,
hDenV1BrazilSP-CEVD_2200275202,1V_E,10022,142,10163,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2200276202,1V_E,10035,140,10174,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2200277202,1V_E,10019,145,10163,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2200278202,1V_E,10016,148,10163,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2200279202,1V_E,10032,143,10174,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2200280202,1V_E,10027,148,10174,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2200281202,1V_E,10027,148,10174,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2200282202,1V_E,9607,142,9748,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2200283202,1V_E,9985,142,10126,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2200284202,1V_E,10018,146,10163,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2200285202,1V_E,10027,148,10174,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2200286202,1V_F,10411,154,10564,dengue virus type 1,,V,100,F,100,,,,
hDenV1BrazilSP-CEVD_2200287202,1V_E,10159,142,10300,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300213202,1V_E,10022,142,10163,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300234202,1V_E,10018,157,10174,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300254202,1V_E,10029,148,10173,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300281202,1V_E,10035,140,10174,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300282202,1V_E,10015,160,10174,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300283202,1V_E,10026,149,10174,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300284202,1V_E,10175,142,10316,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300313202,1V_E,10030,145,10174,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300351202,1V_E,10027,148,10174,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300376202,1V_E,9987,176,10162,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300433202,1V_E,10029,146,10174,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300434202,1V_A,10033,142,10174,dengue virus type 1,,V,100,A,100,,,,
hDenV1BrazilSP-CEVD_2300435202,1V_E,10030,145,10174,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300436202,1V_E,10033,142,10174,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300437202,1V_E,10029,147,10174,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300438202,1V_E,10029,146,10174,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300439202,1V_E,10033,142,10174,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300440202,1V_E,10030,145,10174,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300441202,1V_E,10033,142,10174,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300442202,1V_A,10133,142,10274,dengue virus type 1,,V,100,A,100,,,,
hDenV1BrazilSP-CEVD_2300443202,1V_E,10016,149,10164,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300444202,1V_E,10029,147,10174,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300445202,1V_E,10031,144,10174,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300446202,1V_E,10023,142,10163,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300447202,1V_E,10033,142,10174,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300448202,1V_E,10025,150,10174,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300449202,1V_E,10015,146,10160,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300450202,1V_E,10033,142,10174,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300451202,1V_E,10028,148,10174,dengue virus type 1,,V,100,E,100,,,,
hDenV1BrazilSP-CEVD_2300452202,1V_E,10027,142,10168,dengue virus type 1,,V,100,E,100,,,,
